product_name,sum(sales)
Imation Bio 8GB USB�Flash Drive Imation�Corp,1163.0
"Sanford Highlighters, Fluorescent",1160.0
"Elite Scissors, Steel",1160.0
GE 30522EE2,1160.0
"Rubbermaid Light Bulb, Durable",1160.0
"Stanley Pens, Easy-Erase",1156.0
"Stanley Pens, Blue",1155.0
LG Exalt,1155.0
Logitech K350 2.4Ghz Wireless Keyboard,1155.0
"OIC Rubber Bands, Bulk Pack",1154.0
"KitchenAid Coffee Grinder, Black",1147.0
"Green Bar Parchment Paper, Multicolor",1145.0
"Stockwell Thumb Tacks, Metal",1143.0
"Hon Coffee Table, Fully Assembled",1142.0
"KitchenAid Refrigerator, Black",1141.0
Logitech�Illuminated - Keyboard,1140.0
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1136.0
"Jiffy Manila Envelope, Security-Tint",1136.0
"Avery Binder Covers, Clear",1133.0
"Acme Scissors, Steel",1132.0
"Stockwell Paper Clips, Metal",1132.0
Sauder Inglewood Library Bookcases,1129.0
"Cardinal Binder Covers, Recycled",1129.0
"Enermax Cards & Envelopes, Recycled",1128.0
"Eaton Computer Printout Paper, Recycled",1128.0
"Elite Box Cutter, Serrated",1125.0
"File Shuttle II and Handi-File, Black",1124.0
"Memorex Flash Drive, Erganomic",1121.0
"""Rush Hierlooms Collection 1"""" Thick Stackable Bookcases""",1120.0
HTC One,1120.0
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1120.0
O'Sullivan 3-Shelf Heavy-Duty Bookcases,1118.0
"""Bevis Round Bullnose 29"""" High Table Top""",1117.0
Advantus Rolling Drawer Organizers,1116.0
"Lesro Coffee Table, Fully Assembled",1115.0
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.0
Dana Halogen Swing-Arm Architect Lamp,1115.0
"Kraft Peel and Seal, with clear poly window",1114.0
Plantronics HL10 Handset Lifter,1113.0
netTALK DUO VoIP Telephone Service,1113.0
"BIC Pens, Fluorescent",1110.0
Hypercom P1300 Pinpad,1109.0
"KitchenAid Coffee Grinder, Silver",1105.0
"Eaton Computer Printout Paper, Multicolor",1105.0
"Cameo Peel and Seal, with clear poly window",1104.0
Ibico Laser Imprintable Binding System Covers,1103.0
Xerox 1988,1102.0
"Avery Shipping Labels, 5000 Label Set",1102.0
"Jiffy Mailers, Set of 50",1102.0
"Tenex Light Bulb, Erganomic",1102.0
"Tenex Box, Single Width",1102.0
Ibico Plastic Spiral Binding Combs,1100.0
"Logitech Flash Drive, Erganomic",1100.0
Xerox 1906,1099.0
"Chromcraft Training Table, Rectangular",1098.0
Xerox 1934,1098.0
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1097.0
"Wilson Jones Binder, Economy",1097.0
"Acme Box Cutter, Steel",1097.0
"GlobeWeis Peel and Seal, Security-Tint",1091.0
"Advantus Clock, Erganomic",1090.0
Catalog Binders with Expanding Posts,1090.0
"""Barricks 18"""" x 48"""" Non-Folding Utility Table with Bottom Storage Shelf""",1089.0
Global Deluxe High-Back Office Chair in Storm,1088.0
Maxell�LTO Ultrium - 800 GB,1087.0
RCA Visys Integrated PBX 8-Line Router,1086.0
"Eldon Box, Industrial",1080.0
Swingline SM12-08 MicroCut Jam Free Shredder,1080.0
"Hamilton Beach Coffee Grinder, Black",1077.0
"Kraft Manila Envelope, with clear poly window",1076.0
"Cameo Peel and Seal, Set of 50",1075.0
GBC Prestige Therm-A-Bind Covers,1074.0
Belkin 8 Outlet Surge Protector,1074.0
Recycled Steel Personal File for Standard File Folders,1073.0
"KitchenAid Blender, White",1073.0
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.0
Carina Media Storage Towers in Natural & Black,1073.0
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.0
"Jiffy Mailers, Recycled",1071.0
"Stockwell Thumb Tacks, Assorted Sizes",1071.0
"SanDisk Memo Slips, Multicolor",1070.0
AT&T 1070 Corded Phone,1070.0
"Barricks Coffee Table, Fully Assembled",1070.0
"Cardinal Binder Covers, Clear",1069.0
"Xerox Memo Slips, 8.5 x 11",1069.0
"Chromcraft Computer Table, Fully Assembled",1068.0
"Chromcraft Wood Table, Adjustable Height",1067.0
"Deflect-O Light Bulb, Erganomic",1065.0
"Hon Training Table, with Bottom Storage",1065.0
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.0
"Jiffy Peel and Seal, Recycled",1064.0
"Breville Toaster, White",1063.0
"Eaton Computer Printout Paper, Premium",1062.0
"Kraft Business Envelopes, Set of 50",1062.0
"Green Bar Message Books, Multicolor",1060.0
"Avery Color Coded Labels, Laser Printer Compatible",1060.0
"Tenex Stacking Tray, Black",1057.0
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1052.0
Recycled Steel Personal File for Hanging File Folders,1052.0
"Boston Pencil Sharpener, Fluorescent",1050.0
Imation Bio 2GB USB�Flash Drive Imation�Corp,1050.0
"Ames Business Envelopes, Recycled",1050.0
"""Howard Miller 13"""" Diameter Pewter Finish Round Wall Clock""",1049.0
"Cuisinart Toaster, Red",1048.0
"Hamilton Beach Microwave, Black",1043.0
"Xerox Computer Printout Paper, Premium",1043.0
"Rubbermaid Stacking Tray, Durable",1043.0
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.0
"""Howard Miller 13"""" Diameter Goldtone Round Wall Clock""",1042.0
GBC Twin Loop Wire Binding Elements,1042.0
Balt Split Level Computer Training Table,1041.0
"Elite Scissors, Serrated",1040.0
Cisco IP Phone 7961G-GE VoIP phone,1040.0
"Binney & Smith Highlighters, Easy-Erase",1040.0
"Smead Box, Industrial",1040.0
"Eldon Stacking Tray, Black",1040.0
Logitech G13 Programmable Gameboard with LCD Display,1040.0
"Ibico Index Tab, Economy",1039.0
"Avery Binder Covers, Economy",1034.0
"Green Bar Message Books, Premium",1033.0
"Lesro Conference Table, Adjustable Height",1032.0
"Ibico Hole Reinforcements, Recycled",1029.0
Okidata B400 Printer,1029.0
"Ames Manila Envelope, Set of 50",1028.0
"Ames Peel and Seal, Set of 50",1023.0
"Stiletto Box Cutter, Serrated",1023.0
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.0
Polycom CX600 IP Phone VoIP phone,1020.0
"Enermax Parchment Paper, Premium",1019.0
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1017.0
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1015.0
"Eaton Memo Slips, Multicolor",1015.0
"Novimex Removable Labels, Adjustable",1013.0
"""Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"""" x 49""""""",1012.0
Imation�16GB Mini TravelDrive USB 2.0�Flash Drive,1009.0
WD My Passport Ultra 1TB Portable External Hard Drive,1008.0
"Acco Index Tab, Economy",1007.0
Bevis Rectangular Conference Tables,1007.0
"Ames Peel and Seal, with clear poly window",1004.0
Tenex B1-RE Series Chair Mats for Low Pile Carpets,1003.0
"""Eldon """"L"""" Workstation Diamond Chairmat""",1003.0
"Acme Ruler, High Speed",1002.0
"Breville Refrigerator, Black",1002.0
Nortel Business Series Terminal T7208 Digital phone,1001.0
Deluxe Rollaway Locking File with Drawer,998.0
"Kraft Clasp Envelope, with clear poly window",997.0
"Eldon Stacking Tray, Erganomic",996.0
"Bevis Wood Table, Fully Assembled",995.0
"Avery Legal Exhibit Labels, 5000 Label Set",994.0
"Lesro Wood Table, with Bottom Storage",991.0
"Accos Rubber Bands, Metal",991.0
Logitech�Z-906 Speaker sys - home theater - 5.1-CH,990.0
"Hon Computer Table, with Bottom Storage",989.0
"Advantus Light Bulb, Black",983.0
"BIC Pens, Blue",982.0
Home/Office Personal File Carts,981.0
HON 5400 Series Task Chairs for Big and Tall,981.0
"Sanford Pens, Blue",980.0
"Acco Index Tab, Durable",977.0
"Stockwell Rubber Bands, 12 Pack",977.0
"Stockwell Staples, Assorted Sizes",976.0
"Deflect-O Light Bulb, Black",976.0
"Ames Business Envelopes, Security-Tint",973.0
"Kleencut Ruler, Easy Grip",972.0
Xerox 1909,971.0
"Advantus Light Bulb, Durable",970.0
Global Italian Leather Office Chair,969.0
Hon Every-Day Chair Series Swivel Task Chairs,968.0
"Cuisinart Coffee Grinder, White",963.0
"Memorex Mouse, Programmable",961.0
"Enermax Computer Printout Paper, Premium",961.0
"Jiffy Manila Envelope, Set of 50",960.0
Xerox 1885,960.0
"GlobeWeis Peel and Seal, Recycled",960.0
Canon Image Class D660 Copier,960.0
"Binney & Smith Pens, Easy-Erase",959.0
"Elite Ruler, Steel",958.0
Xerox 1914,957.0
"Tenex Light Bulb, Black",955.0
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",954.0
"Ames Peel and Seal, Security-Tint",953.0
"Wilson Jones Binder, Clear",952.0
Belkin Premiere Surge Master II 8-outlet surge protector,951.0
"""Howard Miller 13-1/2"""" Diameter Rosebrook Wall Clock""",950.0
Eureka The Boss Cordless Rechargeable Stick Vac,949.0
"Kraft Peel and Seal, Set of 50",948.0
"Okidata Calculator, Wireless",945.0
"Novimex Shipping Labels, 5000 Label Set",944.0
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",944.0
"Green Bar Computer Printout Paper, Recycled",942.0
"Tenex Light Bulb, Durable",941.0
"Barricks Round Table, Adjustable Height",940.0
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,938.0
Steel Personal Filing/Posting Tote,938.0
"Jiffy Peel and Seal, Security-Tint",937.0
"StarTech Receipt Printer, Red",936.0
"Sauder Mission Library with Doors, Fruitwood Finish",935.0
"Breville Stove, Black",935.0
"Kraft Peel and Seal, Recycled",934.0
"Cameo Peel and Seal, Recycled",933.0
"Eldon Light Bulb, Durable",932.0
"Memorex Flash Drive, USB",932.0
"Green Bar Computer Printout Paper, Premium",931.0
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",931.0
"Eldon Light Bulb, Black",931.0
"Enermax Memo Slips, Premium",931.0
"Jiffy Business Envelopes, Security-Tint",930.0
"Stiletto Scissors, Serrated",929.0
"Accos Clamps, 12 Pack",929.0
"Advantus Rubber Bands, Bulk Pack",929.0
"Ibico Hole Reinforcements, Economy",929.0
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,928.0
"24 Capacity Maxi Data Binder Racks, Pearl",926.0
"Stockwell Staples, Bulk Pack",924.0
"Bevis Conference Table, with Bottom Storage",924.0
Novimex High-Tech Fabric Mesh Task Chair,923.0
"Wilson Jones Binder Covers, Economy",920.0
Riverside Furniture Stanwyck Manor Table Series,918.0
Ativa MDM8000 8-Sheet Micro-Cut Shredder,918.0
"Hon Shipping Labels, Laser Printer Compatible",917.0
"Elite Letter Opener, Steel",915.0
"Kleencut Scissors, Easy Grip",911.0
Cisco SPA508G,911.0
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",910.0
Plantronics Cordless�Phone Headset�with In-line Volume - M214C,909.0
"Smead Box, Blue",908.0
AT&T CL83451 4-Handset Telephone,907.0
"Eldon Box, Single Width",906.0
LG Electronics Tone+ HBS-730 Bluetooth Headset,905.0
"Green Bar Memo Slips, Recycled",903.0
"Global Stack Chair without Arms, Black",902.0
"Green Bar Memo Slips, Multicolor",902.0
Sony 64GB Class 10 Micro SDHC R40 Memory Card,900.0
Vinyl Sectional Post Binders,900.0
Eldon Portable Mobile Manager,899.0
"Enermax Parchment Paper, 8.5 x 11",897.0
Balt Solid Wood Round Tables,893.0
"Rubbermaid Clock, Durable",893.0
Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB,889.0
"OIC Clamps, 12 Pack",889.0
"Advantus Clamps, Bulk Pack",888.0
"Enermax Message Books, Premium",884.0
"Breville Refrigerator, Silver",884.0
"Rubbermaid Light Bulb, Duo Pack",883.0
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,883.0
Cisco Small Business SPA 502G VoIP phone,882.0
"Safco Chair Connectors, 6/Carton",881.0
Xerox 1883,881.0
Xerox 1960,880.0
"Rubbermaid Light Bulb, Black",879.0
Hon 2111 Invitation Series Corner Table,879.0
"Advantus Light Bulb, Duo Pack",879.0
"Hamilton Beach Coffee Grinder, White",876.0
"Enermax Message Books, 8.5 x 11",874.0
"Eldon Base for stackable storage shelf, platinum",873.0
"Boston School Pro Electric Pencil Sharpener, 1670",873.0
Hoover WindTunnel Plus Canister Vacuum,872.0
"Cameo Clasp Envelope, Security-Tint",871.0
"Cameo Peel and Seal, Security-Tint",869.0
Fellowes Superior 10 Outlet Split Surge Protector,867.0
"Jiffy Business Envelopes, Set of 50",867.0
Executive Impressions Supervisor Wall Clock,866.0
Xerox 1913,865.0
"Tenex Light Bulb, Duo Pack",860.0
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,859.0
Green Bar Computer Printout Paper,858.0
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.0
"Ames Manila Envelope, with clear poly window",856.0
"Advantus Light Bulb, Erganomic",856.0
"Stockwell Staples, 12 Pack",856.0
"Logitech Mouse, Programmable",855.0
"Smead Box, Single Width",854.0
"Hon Metal Bookcases, Gray",852.0
"Hon Removable Labels, Adjustable",851.0
"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",850.0
"Advantus Clamps, 12 Pack",847.0
Panasonic Kx-TS550,846.0
"Kleencut Letter Opener, Steel",846.0
Plantronics 81402,845.0
GBC VeloBinder Manual Binding System,843.0
"Wilson Jones Index Tab, Clear",841.0
"Accos Clamps, Metal",840.0
"Hamilton Beach Coffee Grinder, Silver",839.0
Smead Adjustable Mobile File Trolley with Lockable Top,838.0
"Acme Ruler, Steel",837.0
"Green Bar Parchment Paper, Premium",837.0
Fellowes Powershred HS-440 4-Sheet High Security Shredder,837.0
"Wilson Jones Index Tab, Economy",835.0
"Wilson Jones Binder Covers, Clear",834.0
Motorola HK250 Universal Bluetooth Headset,833.0
"Enermax Memo Slips, 8.5 x 11",833.0
"Advantus Rubber Bands, Metal",833.0
"Eaton Message Books, Premium",833.0
"Xerox Message Books, Recycled",832.0
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",832.0
"Bush Cubix Conference Tables, Fully Assembled",832.0
Xerox 1916,831.0
"Hon Round Table, Adjustable Height",829.0
Balt Solid Wood Rectangular Table,828.0
"Bevis Coffee Table, with Bottom Storage",827.0
Safco Industrial Shelving,827.0
Maxell�iVDR EX 500GB Cartridge,827.0
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.0
"Bush Birmingham Collection Bookcase, Dark Cherry",825.0
"Hamilton Beach Blender, White",824.0
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,824.0
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",823.0
"Ames Manila Envelope, Recycled",822.0
"Okidata Calculator, Red",820.0
Cisco Unified IP Phone 7945G VoIP phone,818.0
Global Chrome Stack Chair,816.0
Plantronics Audio 995 Wireless Stereo Headset,814.0
"Smead Shipping Labels, Alphabetical",813.0
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.0
"Kraft Manila Envelope, Recycled",810.0
"Harbour Creations Color Coded Labels, Laser Printer Compatible",809.0
"Binney & Smith Pens, Fluorescent",809.0
"Konica Calculator, White",808.0
"Lesro Training Table, Adjustable Height",808.0
"Xerox Parchment Paper, Multicolor",807.0
Grandstream GXP1160 VoIP phone,804.0
"SanDisk Computer Printout Paper, Premium",804.0
"Global Stack Chair with Arms, Black",804.0
"Eldon Folders, Single Width",803.0
"Eldon Box, Blue",803.0
"SanDisk Mouse, USB",803.0
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",803.0
"KitchenAid Stove, Silver",799.0
"Enermax Parchment Paper, Multicolor",799.0
"Jiffy Peel and Seal, Set of 50",793.0
"Hon File Folder Labels, Alphabetical",792.0
Logitech�MX Performance Wireless Mouse,791.0
"Cardinal Hole Reinforcements, Recycled",790.0
"Stanley Pens, Fluorescent",789.0
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,786.0
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.0
"Smead Color Coded Labels, Alphabetical",786.0
"Advantus Thumb Tacks, Bulk Pack",785.0
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",784.0
"Eldon Light Bulb, Erganomic",783.0
"Hon Color Coded Labels, Laser Printer Compatible",782.0
"Avery Legal Exhibit Labels, Laser Printer Compatible",782.0
"SanDisk Message Books, Recycled",781.0
"Eaton Parchment Paper, 8.5 x 11",781.0
Apple iPhone 5,780.0
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.0
JBL Micro Wireless Portable Bluetooth Speaker,780.0
"Kraft Business Envelopes, Security-Tint",779.0
Logitech Desktop MK120 Mouse and keyboard Combo,777.0
"OIC Push Pins, Bulk Pack",776.0
Eldon Radial Chair Mat for Low to Medium Pile Carpets,776.0
Logitech Trackman Marble Mouse,774.0
"Hon Round Table, with Bottom Storage",774.0
"Konica Calculator, Durable",773.0
"Hon Legal Exhibit Labels, Alphabetical",770.0
Belkin F9G930V10-GRY 9 Outlet Surge,770.0
"Binney & Smith Highlighters, Blue",769.0
"Stiletto Ruler, High Speed",769.0
"Chromcraft Wood Table, Rectangular",768.0
Xerox 191,768.0
"Xerox Message Books, Premium",767.0
"Advantus Push Pins, Assorted Sizes",766.0
"Advantus Rubber Bands, 12 Pack",765.0
"Global Deluxe Stacking Chair, Gray",764.0
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",764.0
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,763.0
"GlobeWeis Business Envelopes, Set of 50",763.0
"OIC Push Pins, Assorted Sizes",760.0
"SanDisk Parchment Paper, Premium",760.0
Logitech G105 Gaming Keyboard,759.0
Fellowes 8 Outlet Superior Workstation Surge Protector,758.0
"Ibico Hole Reinforcements, Durable",756.0
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,756.0
Sauder Barrister Bookcases,755.0
AT&T CL2909,755.0
Xerox 1951,755.0
Premium Transparent Presentation Covers by GBC,754.0
Clarity 53712,753.0
"Enermax Computer Printout Paper, Multicolor",753.0
"Accos Clamps, Assorted Sizes",751.0
Bush Mission Pointe Library,749.0
Ibico Recycled Linen-Style Covers,749.0
"Wilson Jones Index Tab, Recycled",748.0
"Enermax Memo Slips, Multicolor",748.0
Plantronics Encore H101 Dual Earpieces�Headset,747.0
Innergie mMini Combo Duo USB Travel Charging Kit,747.0
"GlobeWeis Business Envelopes, Security-Tint",745.0
Xerox 1943,744.0
ClearOne CHATAttach 160 -�speaker phone,744.0
"Harbour Creations File Folder Labels, Laser Printer Compatible",742.0
"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",741.0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,738.0
"KitchenAid Stove, White",738.0
"Xerox Memo Slips, Recycled",737.0
"Smead Shipping Labels, 5000 Label Set",735.0
"OIC Push Pins, 12 Pack",734.0
"Bush Cubix Collection Bookcases, Fully Assembled",729.0
RCA ViSYS 25825 Wireless digital phone,728.0
"Barricks Conference Table, Fully Assembled",727.0
"OIC Clamps, Metal",725.0
O'Sullivan 2-Shelf Heavy-Duty Bookcases,724.0
"Fiskars Scissors, Serrated",724.0
Lexmark MarkNet N8150 Wireless Print Server,723.0
Xerox 1964,723.0
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,720.0
"Acco Hole Reinforcements, Durable",719.0
"Xerox Note Cards, Multicolor",718.0
"Accos Push Pins, Bulk Pack",714.0
Hon 94000 Series Round Tables,711.0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,710.0
WD My Passport Ultra 500GB Portable External Hard Drive,708.0
Avaya 4621SW VoIP phone,708.0
SAFCO Folding Chair Trolley,706.0
Lock-Up Easel 'Spel-Binder',705.0
Panasonic KP-380BK Classic Electric Pencil Sharpener,705.0
Zebra GK420t Direct Thermal/Thermal Transfer Printer,704.0
"Deflect-o EconoMat Nonstudded, No Bevel Mat",703.0
"SanDisk Parchment Paper, 8.5 x 11",703.0
iHome FM Clock Radio with Lightning Dock,700.0
"""Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"""" x 11""""""",698.0
"Ibico Index Tab, Durable",695.0
"Cardinal Index Tab, Durable",695.0
"Avery Index Tab, Durable",694.0
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.0
Euro-Pro Shark Turbo Vacuum,694.0
"Hon Shipping Labels, Alphabetical",691.0
"Accos Push Pins, Assorted Sizes",691.0
"Advantus Staples, Metal",690.0
"Sanford Pens, Water Color",690.0
OtterBox Defender Series Case - Samsung Galaxy S4,690.0
"Lesro Computer Table, with Bottom Storage",689.0
Samsung Convoy 3,688.0
"OIC Thumb Tacks, Metal",687.0
"Metal Folding Chairs, Beige, 4/Carton",687.0
"Elite Scissors, Easy Grip",687.0
Tops White Computer Printout Paper,686.0
"Avery Shipping Labels, Laser Printer Compatible",685.0
"OIC Paper Clips, 12 Pack",684.0
"Kleencut Ruler, High Speed",684.0
Safco Steel Mobile File Cart,684.0
"Elite Box Cutter, Steel",682.0
"Jiffy Manila Envelope, Recycled",682.0
"""Howard Miller 11-1/2"""" Diameter Brentwood Wall Clock""",681.0
Flat Face Poster Frame,680.0
"Avery File Folder Labels, Alphabetical",678.0
"Ames Business Envelopes, Set of 50",676.0
"Advantus Rubber Bands, Assorted Sizes",676.0
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.0
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.0
Samsung Galaxy Mega 6.3,672.0
Hunt Boston Vacuum Mount KS Pencil Sharpener,672.0
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",671.0
"Bevis Training Table, with Bottom Storage",670.0
Tuf-Vin Binders,670.0
Binding Machine Supplies,668.0
"Advantus Clamps, Metal",668.0
Fellowes Command Center 5-outlet power strip,666.0
"Hon Legal Exhibit Labels, 5000 Label Set",666.0
Martin Yale Chadless Opener Electric Letter Opener,666.0
"Hon Legal Exhibit Labels, Laser Printer Compatible",665.0
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.0
"GlobeWeis Business Envelopes, Recycled",664.0
"Wilson Jones Index Tab, Durable",662.0
"GBC Velobind Prepunched Cover Sets, Regency Series",662.0
"Smead Legal Exhibit Labels, 5000 Label Set",660.0
Panasonic KX T7731-B Digital phone,660.0
"Harbour Creations Color Coded Labels, Adjustable",659.0
"Harbour Creations Color Coded Labels, Alphabetical",658.0
"Xerox Parchment Paper, Premium",657.0
Surelock Post Binders,655.0
Xerox 1886,653.0
Hon 61000 Series Interactive Training Tables,653.0
"Bush Westfield Collection Bookcases, Dark Cherry Finish",650.0
Okidata C610n Printer,649.0
"Novimex Color Coded Labels, Laser Printer Compatible",648.0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,648.0
"Eldon Box, Wire Frame",644.0
"Acme Letter Opener, High Speed",644.0
"Avery Color Coded Labels, 5000 Label Set",643.0
"Smead Legal Exhibit Labels, Laser Printer Compatible",639.0
Avery 485,639.0
Safco Drafting Table,638.0
"Hon Training Table, Rectangular",638.0
"Acco Hole Reinforcements, Recycled",637.0
"SanDisk Memo Slips, Recycled",637.0
"Accos Thumb Tacks, Assorted Sizes",636.0
"Computer Room Manger, 14""""",636.0
"OIC Thumb Tacks, Assorted Sizes",635.0
"Strathmore #10 Envelopes, Ultimate White",632.0
Belkin 7 Outlet SurgeMaster II,631.0
"Tenex Stacking Tray, Durable",630.0
"Elite Scissors, High Speed",630.0
"GlobeWeis Clasp Envelope, Security-Tint",630.0
"Smead Box, Wire Frame",628.0
"Xerox Memo Slips, Premium",627.0
"Novimex Color Coded Labels, Alphabetical",626.0
Samsung Galaxy S4,626.0
Bretford ?Just In Time? Height-Adjustable Multi-Task Work Tables,626.0
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",625.0
"Chromcraft Round Table, Fully Assembled",625.0
"Advantus Paper Clips, Metal",625.0
Avaya 5410 Digital phone,625.0
Xerox 1880,624.0
"Advantus Thumb Tacks, 12 Pack",622.0
Plantronics MX500i Earset,619.0
"BOSTON Ranger #55 Pencil Sharpener, Black",619.0
Xerox 1882,617.0
"Xerox Parchment Paper, 8.5 x 11",616.0
"Hon Shipping Labels, Adjustable",616.0
"GlobeWeis Clasp Envelope, Set of 50",616.0
Xerox 1940,616.0
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.0
"Harbour Creations Removable Labels, 5000 Label Set",613.0
"Companion Letter/Legal File, Black",612.0
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",612.0
"OIC Staples, Bulk Pack",610.0
"Performers Binder/Pad Holder, Black",610.0
Motorola L804,608.0
"Stiletto Ruler, Serrated",607.0
"Eaton Parchment Paper, Premium",606.0
"Hon Color Coded Labels, Alphabetical",606.0
"Chromcraft Training Table, Fully Assembled",606.0
Xblue XB-1670-86 X16 Small�Office Telephone�- Titanium,605.0
Xerox 1911,605.0
Office Star - Task Chair with Contemporary Loop Arms,601.0
Canon PC1080F Personal Copier,600.0
Anker Astro 15000mAh USB Portable Charger,600.0
Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.0
"Avery Index Tab, Economy",599.0
"Wilson Jones Hole Reinforcements, Recycled",599.0
"OIC Rubber Bands, Metal",599.0
"Accos Rubber Bands, Bulk Pack",598.0
"""Contico 72""""H Heavy-Duty Storage System""",598.0
Xerox 1942,597.0
Grandstream GXP2100 Mainstream Business Phone,597.0
Hewlett-Packard Deskjet 5550 Printer,597.0
"Eaton Memo Slips, Premium",596.0
"Avery Removable Labels, Alphabetical",595.0
"Fiskars Ruler, Easy Grip",594.0
"Harbour Creations Legal Exhibit Labels, 5000 Label Set",594.0
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",594.0
"OIC Push Pins, Metal",593.0
"Harbour Creations Legal Exhibit Labels, Alphabetical",593.0
"OIC Thumb Tacks, Bulk Pack",593.0
Microsoft Wireless Mobile Mouse 4000,592.0
Panasonic KX TS3282B Corded phone,591.0
"Accos Staples, 12 Pack",591.0
"Novimex Legal Exhibit Labels, Laser Printer Compatible",590.0
"Elite Ruler, Easy Grip",589.0
"Novimex Color Coded Labels, 5000 Label Set",589.0
"Deflect-O Light Bulb, Duo Pack",588.0
"Acco Hole Reinforcements, Economy",587.0
"OIC Staples, Assorted Sizes",587.0
"Avery Legal Exhibit Labels, Adjustable",586.0
Wilson Jones Century Plastic Molded Ring Binders,585.0
"Acme Ruler, Serrated",585.0
"Wilson Jones Hole Reinforcements, Durable",585.0
Xerox 1910,585.0
"Accos Paper Clips, Metal",585.0
"Acme Ruler, Easy Grip",583.0
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,583.0
"Kleencut Box Cutter, Easy Grip",582.0
"Accos Thumb Tacks, 12 Pack",582.0
Fellowes Econo/Stor Drawers,582.0
"Dana Fluorescent Magnifying Lamp, White, 36""""",581.0
"Novimex Shipping Labels, Adjustable",580.0
"Advantus Push Pins, Metal",579.0
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.0
"Accos Push Pins, Metal",578.0
Xerox 1991,577.0
"""Howard Miller 16"""" Diameter Gallery Wall Clock""",576.0
Canon PC170 Desktop Personal Copier,576.0
Avery 477,575.0
Xerox 1944,574.0
"Avery Shipping Labels, Alphabetical",573.0
Panasonic KP-150 Electric Pencil Sharpener,573.0
"Accos Staples, Metal",573.0
